,CROPS,TYPE_OF_CROP,SOIL,SOIL_PH_LOW,SOIL_PH_HIGH,CROPDURATION_MIN,CROPDURATION_MAX,MIN_TEMP,MAX_TEMP,WATER_REQUIRED_MIN,WATER_REQUIRED_MAX,RELATIVE_HUMIDITY_MIN,RELATIVE_HUMIDITY_MAX
10027,Lettuce,cereals,LoamySandy,4,5,878.5920402,175.3186351,5,16,1735.131699,1282.894035,16,18
10028,Lettuce,cereals,well-drained soil,4,5,562.4475107,339.5765974,5,16,1507.50614,1553.454127,16,18
10029,Lettuce,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,54.11370103,182.1772854,5,16,1142.027351,1838.643484,16,18
10030,Lettuce,cereals,clay-based soil,4,5,553.9881727,352.2141456,5,16,1854.879723,948.768984,16,18
10031,Lettuce,cereals,well-drained sandy loams or sandy soils ,4,5,649.8460625,533.4891004,5,16,655.0368556,1249.663586,16,18
10032,Lettuce,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,108.4179571,203.0458946,5,16,510.3878461,1730.595594,16,18
10033,Lettuce,cereals,well-drained sandy loams or sandy soils ,4,5,338.4428136,371.9503341,5,16,725.9602938,847.4238865,16,18
10034,Lettuce,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,209.3864488,274.1310522,5,16,390.2419761,1882.973054,16,18
10035,Lettuce,cereals,Rich red loamy soil,4,5,112.3947142,469.2474568,5,16,504.7464424,487.8014331,16,18
10036,Lettuce,cereals,deep loam soils,4,5,421.0061249,570.6404932,5,16,700.9550131,1464.467403,16,18
10037,Lettuce,cereals, light to heavy soils ,4,5,916.3507114,468.5262395,5,16,1337.895032,646.8779196,16,18
10038,Lettuce,cereals,Sandy Loam,4,5,936.9066032,681.0582656,5,16,1119.1432,450.0896267,16,18
10039,Lettuce,cereals,well-drained loamy soils,4,5,341.3204071,303.0087754,5,16,1100.570028,2084.682052,16,18
10040,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,32.21788434,618.3523449,5,16,824.5097681,2288.902907,16,18
10041,Lettuce,cereals,Sandy Loam,4,5,622.4105605,762.1499442,5,16,655.7425502,1475.701629,16,18
10042,Lettuce,cereals,wide range of soils,4,5,332.0505668,618.3508336,5,16,659.3169303,797.0575473,16,18
10043,Lettuce,cereals,well-drained soil,4,5,143.0841248,517.5984121,5,16,1612.865785,459.1028554,16,18
10044,Lettuce,cereals, Any Loamy,4,5,186.6531737,913.366474,5,16,1721.991326,1701.173836,16,18
10045,Lettuce,cereals,Rich red loamy soil,4,5,559.3581557,697.0305974,5,16,1231.118936,471.7088869,16,18
10046,Lettuce,cereals,well-drained sandy loams or sandy soils ,4,5,417.5676353,580.6345756,5,16,1003.209709,1168.872916,16,18
10047,Lettuce,cereals,"Well-drained, Loamy Soil",4,5,46.44268082,634.8055268,5,16,1600.369529,1587.003622,16,18
10048,Lettuce,cereals,sandy loam to clays of black cotton soils,4,5,771.2999941,176.0260485,5,16,1410.403622,1836.971095,16,18
10049,Lettuce,cereals,Red lateritic loam,4,5,862.2895919,748.5610786,5,16,1288.715156,895.2681843,16,18
10050,Lettuce,cereals,wide range of soils,4,5,849.4383438,866.0598631,5,16,710.2540587,1773.833263,16,18
10051,Lettuce,cereals,Loamy,4,5,572.924388,411.776946,5,16,471.586336,1875.915126,16,18
10052,Lettuce,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,487.1513144,302.7292171,5,16,1061.421128,720.1103884,16,18
10053,Lettuce,cereals,all types of friable soil,4,5,759.9663867,564.3465717,5,16,1302.03501,494.6399402,16,18
10054,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,328.9970017,179.6944397,5,16,1509.791279,628.0188514,16,18
10055,Lettuce,cereals,all types of friable soil,4,5,80.68583862,720.2532814,5,16,1813.485718,1236.787833,16,18
10056,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,762.7273038,638.1559159,5,16,1567.145281,779.8819245,16,18
10057,Lettuce,cereals, Any Loamy,4,5,456.3658243,868.0055261,5,16,1292.600852,2130.229429,16,18
10058,Lettuce,cereals,sandy soils to heavy cotton soils,4,5,759.5453843,742.3593813,5,16,724.8459202,1164.961468,16,18
10059,Lettuce,cereals,Sandy and Clay Loam,4,5,598.2350828,864.823626,5,16,495.5160619,989.2312771,16,18
10060,Lettuce,cereals,Well drained loamy soil,4,5,365.4349338,39.70214999,5,16,393.5989822,2179.415599,16,18
10061,Lettuce,cereals,Sandy Loam,4,5,401.5604471,43.77805,5,16,668.2694788,801.6736918,16,18
10062,Lettuce,cereals,light or sandy loam soil,4,5,535.777949,709.1795207,5,16,1513.259974,902.3898618,16,18
10063,Lettuce,cereals,Sandy Loam,4,5,491.0089962,143.0112638,5,16,1384.531626,1186.595037,16,18
10064,Lettuce,cereals,"alluvial,loamy ",4,5,424.9013083,458.1141324,5,16,382.2582171,648.6659452,16,18
10065,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,335.1240444,459.6784693,5,16,1498.701422,444.5233719,16,18
10066,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,235.7683047,34.88455353,5,16,458.0444448,1988.140393,16,18
10067,Lettuce,cereals,Well drained loamy soil,4,5,47.01785592,805.7752116,5,16,1875.496479,1446.741884,16,18
10068,Lettuce,cereals, well-drained sandy loams or sandy soils ,4,5,673.4218306,141.2027038,5,16,1784.521323,1852.401859,16,18
10069,Lettuce,cereals,wide range of soils,4,5,94.20560948,706.3111306,5,16,707.8383652,2187.679799,16,18
10070,Lettuce,cereals, well-drained sandy loams or sandy soils ,4,5,378.840655,346.8795755,5,16,1856.964284,889.9451566,16,18
10071,Lettuce,cereals,Sandy loam,4,5,340.6036273,89.32047851,5,16,527.6737993,814.2296611,16,18
10072,Lettuce,cereals,Red sandy loam,4,5,319.4018933,541.9707591,5,16,1845.752292,1415.270938,16,18
10073,Lettuce,cereals,Silt Loam to loamy,4,5,379.7503729,690.2741421,5,16,1099.711921,526.9185405,16,18
10074,Lettuce,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,352.7306314,248.6293609,5,16,1095.538477,1916.547178,16,18
10075,Lettuce,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,609.8813118,638.1786879,5,16,1443.115095,972.8406507,16,18
10076,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,871.6518134,198.4832213,5,16,1390.630113,1920.22328,16,18
10077,Lettuce,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,464.2378317,377.7692304,5,16,1384.019346,1739.903907,16,18
10078,Lettuce,cereals,well-drained loamy soils,4,5,329.2313602,783.05753,5,16,516.6484839,926.354702,16,18
10079,Lettuce,cereals,Loamy Soil,4,5,222.8039675,450.8534697,5,16,523.4828618,2093.78764,16,18
10080,Lettuce,cereals, Any Loamy,4,5,407.4453922,114.2264621,5,16,1632.577294,1416.958714,16,18
10081,Lettuce,cereals,Loamy,4,5,334.708548,358.758397,5,16,1693.441768,1559.920226,16,18
10082,Lettuce,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,405.8585025,735.7378921,5,16,419.8634875,1489.736312,16,18
10083,Lettuce,cereals, well-drained sandy loams or sandy soils ,4,5,895.6297991,826.5169196,5,16,1104.472849,905.4673726,16,18
10084,Lettuce,cereals,Sandy loam,4,5,375.3356644,375.4367495,5,16,1429.386894,1950.442085,16,18
10085,Lettuce,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,594.7832267,446.2673057,5,16,1493.564827,1259.10214,16,18
10086,Lettuce,cereals,well-drained sandy loams or sandy soils ,4,5,747.611932,380.3041196,5,16,634.2664057,1345.896847,16,18
10087,Lettuce,cereals,Sandy loam,4,5,550.8777718,408.5316882,5,16,554.746205,2245.129053,16,18
10088,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,282.5165048,742.2362667,5,16,617.3826589,726.2301623,16,18
10089,Lettuce,cereals, well-drained sandy loams or sandy soils ,4,5,308.3781165,756.174128,5,16,1054.919791,863.0229219,16,18
10090,Lettuce,cereals,sandy loam to clays of black cotton soils,4,5,207.2378018,182.7212668,5,16,980.2980527,1593.817814,16,18
10091,Lettuce,cereals,well-drained soil,4,5,845.5307543,965.9565954,5,16,427.0980198,1334.843239,16,18
10092,Lettuce,cereals, light to heavy soils ,4,5,206.1953584,818.4789174,5,16,1254.732685,1170.976188,16,18
10093,Lettuce,cereals,Rich red loamy soil,4,5,761.2102019,562.0197939,5,16,1392.105737,405.0223743,16,18
10094,Lettuce,cereals,"Well-drained, Loamy Soil",4,5,747.6280676,199.387256,5,16,1484.931757,1633.155542,16,18
10095,Lettuce,cereals,Loamy,4,5,366.1972751,725.9901953,5,16,424.8418547,1846.055064,16,18
10096,Lettuce,cereals,well-drained sandy loams or sandy soils ,4,5,382.7837443,195.6897811,5,16,1164.922466,1374.423834,16,18
10097,Lettuce,cereals,"clay, clay loam, or sandy loam soils",4,5,72.87565289,957.2199372,5,16,759.3996542,470.7593149,16,18
10098,Lettuce,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,199.1805572,320.1279085,5,16,487.1736103,1284.613074,16,18
10099,Lettuce,cereals,Loamy soil/ Lateritic soil,4,5,264.5528537,127.221482,5,16,1673.460785,954.1162415,16,18
10100,Lettuce,cereals,all types of friable soil,4,5,681.2997125,296.6413568,5,16,1614.637119,522.5234501,16,18
10101,Lettuce,cereals,Sandy Loam,4,5,28.51998496,726.5156072,5,16,1635.130931,1352.8297,16,18
10102,Lettuce,cereals,Alluvia or loamy and clayey soil,4,5,220.5806019,705.4525922,5,16,1542.908615,2280.441181,16,18
10103,Lettuce,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,588.0032888,885.8396767,5,16,1190.433115,1649.003056,16,18
10104,Lettuce,cereals,deep loam soils,4,5,802.7920906,688.5666441,5,16,1136.122423,1611.767892,16,18
10105,Mint,cereals,Well grained deep loamy moist and alluviual soil,4,5,749.854094,332.967943,5,16,1473.704847,1079.25695,16,18
10106,Mint,cereals,well-drained loamy soils,4,5,851.3265639,900.4036393,5,16,1141.218271,1109.049355,16,18
10107,Mint,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,837.9793911,337.4354475,5,16,1059.701759,2093.549038,16,18
10108,Mint,cereals,medium to heavy black soil,4,5,535.8342465,357.9787413,5,16,1443.741145,1727.003114,16,18
10109,Mint,cereals,clay-based soil,4,5,313.7906429,947.6964917,5,16,1291.450976,788.4338183,16,18
10110,Mint,cereals, well-drained sandy loams or sandy soils ,4,5,465.017175,856.640521,5,16,573.8567278,1665.017602,16,18
10111,Mint,cereals,medium to heavy black soil,4,5,486.4447336,137.4859508,5,16,1594.765048,1802.515125,16,18
10112,Mint,cereals,"alluvial,loamy ",4,5,198.6251813,885.9628809,5,16,1046.493334,1513.391813,16,18
10113,Mint,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,723.7960242,711.5506114,5,16,916.4376436,923.4252533,16,18
10114,Mint,cereals, light to heavy soils ,4,5,288.5330531,880.9436405,5,16,1663.294564,1756.888813,16,18
10115,Mint,cereals, well-drained sandy loams or sandy soils ,4,5,257.1403909,908.0528599,5,16,1253.911689,1168.316312,16,18
10116,Mint,cereals,sandy soils to heavy cotton soils,4,5,155.8963247,672.0696486,5,16,1591.726419,1244.942366,16,18
10117,Mint,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,805.5641427,759.340557,5,16,1805.922334,695.4939876,16,18
10118,Mint,cereals, light to heavy soils ,4,5,923.876809,661.1225573,5,16,559.9923135,1302.795896,16,18
10119,Mint,cereals,well-drained loamy soils,4,5,854.8770317,646.5071885,5,16,1191.553494,2107.910959,16,18
10120,Mint,cereals,Sandy loam,4,5,714.9578521,751.9106108,5,16,806.713609,2353.549646,16,18
10121,Mint,cereals,well-drained loamy soils,4,5,586.4420533,869.2699452,5,16,1809.220353,1144.390067,16,18
10122,Mint,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,763.6352673,436.3885698,5,16,1577.169432,1552.120231,16,18
10123,Mint,cereals,Sandy and Clay Loam,4,5,241.0159786,168.0382279,5,16,703.7016817,2380.937991,16,18
10124,Mint,cereals,LoamySandy,4,5,189.2906169,604.7349512,5,16,1096.458953,1613.775155,16,18
10125,Mint,cereals,Sandy,4,5,766.0571236,564.4796331,5,16,1242.533519,1259.045988,16,18
10126,Mint,cereals,Well grained deep loamy moist and alluviual soil,4,5,473.5272887,84.06082269,5,16,1185.079328,2357.492125,16,18
10127,Mint,cereals,clay-based soil,4,5,626.9078937,553.8544587,5,16,683.5842677,1948.834298,16,18
10128,Mint,cereals,Loamy soil/ Lateritic soil,4,5,888.4355864,565.1711979,5,16,1027.682772,504.4204737,16,18
10129,Mint,cereals,"alluvial,loamy ",4,5,898.7635629,43.04523428,5,16,955.4365103,2241.852874,16,18
10130,Mint,cereals,Silt Loam to loamy,4,5,297.9177621,746.0330561,5,16,1522.28863,1498.81837,16,18
10131,Mint,cereals,Sandy and Clay Loam,4,5,428.4742273,84.19246253,5,16,1338.209742,1402.959506,16,18
10132,Mint,cereals, well-drained sandy loams or sandy soils ,4,5,551.9601623,703.2769259,5,16,1645.801399,931.1188329,16,18
10133,Mint,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,781.8892305,376.7460509,5,16,1134.278206,1431.906385,16,18
10134,Mint,cereals,Sandy,4,5,853.8344946,388.9103877,5,16,1099.546162,768.3489285,16,18
10135,Mint,cereals,Well drained loamy soil,4,5,136.5906519,534.4942788,5,16,1386.222427,827.9362273,16,18
10136,Mint,cereals,light or sandy loam soil,4,5,291.4258865,26.44302411,5,16,1020.813666,1600.508235,16,18
10137,Mint,cereals,Red lateritic loam,4,5,113.391785,562.8724757,5,16,1540.005855,1936.805959,16,18
10138,Mint,cereals,Loamy soil/ Lateritic soil,4,5,704.5211829,232.8090039,5,16,1827.807373,2301.977715,16,18
10139,Mint,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,540.2130437,941.6436133,5,16,1576.921747,1009.671215,16,18
10140,Mint,cereals,LoamySandy,4,5,504.5354847,345.1478958,5,16,1619.929354,925.6695503,16,18
10141,Mint,cereals,Sandy loam,4,5,717.9847571,206.9698064,5,16,1878.202656,1438.242956,16,18
10142,Mint,cereals,LoamySandy,4,5,133.8022179,724.0028899,5,16,1348.451439,1926.124311,16,18
10143,Mint,cereals,Loamy,4,5,122.9350181,182.9778683,5,16,1483.792253,2229.584199,16,18
10144,Mint,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,457.9666843,392.2956905,5,16,865.7094241,1692.917933,16,18
10145,Mint,cereals,well-drained sandy loams or sandy soils ,4,5,490.3215798,853.1104251,5,16,896.5450642,2269.378439,16,18
10146,Mint,cereals,sandy loam to clays of black cotton soils,4,5,643.9089086,224.354802,5,16,1548.068938,1450.413458,16,18
10147,Mint,cereals,Loamy soil/ Lateritic soil,4,5,56.20129555,389.7213505,5,16,986.6417332,1258.837159,16,18
10148,Mint,cereals,all types of friable soil,4,5,530.3006481,814.9385401,5,16,474.2407762,1536.338693,16,18
10149,Mint,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,478.271101,567.9098577,5,16,468.6410012,1002.280679,16,18
10150,Mint,cereals,all types of friable soil,4,5,786.1864351,864.6047155,5,16,772.0893648,2167.066712,16,18
10151,Mint,cereals,well-drained soil,4,5,85.30358605,922.9672403,5,16,1089.153903,937.2210915,16,18
10152,Mint,cereals,"alluvial,loamy ",4,5,354.6333489,943.512923,5,16,485.1328548,1995.28598,16,18
10153,Mint,cereals,deep loam soils,4,5,611.4138081,525.0231698,5,16,1637.296331,865.0167666,16,18
10154,Mint,cereals,Sandy Loam,4,5,901.4432304,471.347316,5,16,782.2071269,1357.483312,16,18
10155,Mint,cereals,well-drained sandy loams or sandy soils ,4,5,682.208138,253.2119067,5,16,1715.800555,2150.419232,16,18
10156,Mint,cereals,well-drained loamy soils,4,5,930.841378,522.1385524,5,16,1507.701887,2236.429136,16,18
10157,Mint,cereals,Red sandy loam,4,5,62.80552489,871.6524661,5,16,396.8524854,878.63828,16,18
10158,Mint,cereals,sandy soils to heavy cotton soils,4,5,339.2644291,142.6191988,5,16,1484.773707,968.0459688,16,18
10159,Mint,cereals,well-drained sandy loams or sandy soils ,4,5,604.6190522,600.0781111,5,16,723.9074506,1023.472467,16,18
10160,Mint,cereals,Red lateritic loam,4,5,178.5910458,333.913044,5,16,1124.868605,2361.849846,16,18
10161,Mint,cereals,Sandy Loam,4,5,642.7894838,747.0138232,5,16,1206.108114,1467.521616,16,18
10162,Mint,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,161.7631848,210.9817804,5,16,1529.272882,2005.202659,16,18
10163,Mint,cereals,"alluvial,loamy ",4,5,480.9003032,57.58102502,5,16,1363.141748,1961.136336,16,18
10164,Mint,cereals,Alluvia or loamy and clayey soil,4,5,403.9407354,452.0752211,5,16,427.1006276,467.148685,16,18
10165,Mint,cereals,well-drained loamy soils,4,5,876.0173214,103.1667623,5,16,1653.171918,1023.882771,16,18
10166,Mint,cereals, well-drained sandy loams or sandy soils ,4,5,200.5377336,200.0429871,5,16,1320.115389,1154.840203,16,18
10167,Mint,cereals,Well drained sandy loam and clayey loam soils ,4,5,561.4909654,126.5480736,5,16,1686.522987,1877.193829,16,18
10168,Mint,cereals,deep loam soils,4,5,149.9680106,918.0195473,5,16,1836.97947,683.2724934,16,18
10169,Mint,cereals,Loamy soil/ Lateritic soil,4,5,722.5792783,23.87528854,5,16,814.1895183,1595.439016,16,18
10170,Mint,cereals,Loamy,4,5,330.4530745,885.4822159,5,16,1612.478223,729.3385907,16,18
10171,Mint,cereals,Sandy loam,4,5,345.2753449,684.78921,5,16,876.2209847,2090.217429,16,18
10172,Mint,cereals,well-drained loamy soils,4,5,113.3023398,706.0004256,5,16,1663.344227,1628.197509,16,18
10173,Mint,cereals,Sandy Loam,4,5,377.2936347,635.9478878,5,16,670.0199997,1739.860389,16,18
10174,Mint,cereals,sandy loam to clays of black cotton soils,4,5,221.7782008,242.1805619,5,16,947.7708234,2166.022492,16,18
10175,Mint,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,187.1614458,474.4355491,5,16,780.1037257,1391.387747,16,18
10176,Mint,cereals, well-drained sandy loams or sandy soils ,4,5,377.4574045,705.8246956,5,16,563.5776759,961.3672588,16,18
10177,Mint,cereals,sandy soils to heavy cotton soils,4,5,65.33883895,235.6906582,5,16,1297.176334,1711.125725,16,18
10178,Mint,cereals,sandy soils to heavy cotton soils,4,5,39.16821783,402.7463509,5,16,1264.990271,1773.084212,16,18
10179,Mint,cereals,Red sandy loam,4,5,655.2657002,478.719067,5,16,1532.944446,1329.290728,16,18
10180,Mint,cereals,Sandy,4,5,816.510188,949.8465397,5,16,893.9835831,488.1243159,16,18
10181,Mint,cereals,deep loam soils,4,5,562.5570002,547.7906927,5,16,702.396164,469.9973393,16,18
10182,Mint,cereals,clay-based soil,4,5,654.2720491,181.5603056,5,16,649.4057192,2156.214095,16,18
10183,Mint,cereals,sandy loam to clays of black cotton soils,4,5,245.2454062,201.3290546,5,16,1789.820734,1119.624483,16,18
10184,Mint,cereals,Red sandy loam,4,5,300.7444407,777.7793846,5,16,1155.454257,2032.248554,16,18
10185,Mint,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,170.4635769,93.43241745,5,16,762.3562368,1154.953024,16,18
10186,Mint,cereals,Rich red loamy soil,4,5,899.9937243,540.6328213,5,16,1576.948878,2012.884613,16,18
10187,Mint,cereals,Well grained deep loamy moist and alluviual soil,4,5,391.2050241,409.3693716,5,16,337.2909727,1449.656827,16,18
10188,Mint,cereals, light to heavy soils ,4,5,443.3370283,88.74720909,5,16,383.7747494,1225.121994,16,18
10189,Mint,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,914.9563019,186.2279109,5,16,1035.064508,756.159667,16,18
10190,Mint,cereals,Well grained deep loamy moist and alluviual soil,4,5,746.6590489,530.1493887,5,16,560.9253735,1267.758267,16,18
10191,Mint,cereals,"alluvial,loamy ",4,5,758.8536211,86.57772199,5,16,1772.304669,437.09968,16,18
10192,Mint,cereals,Rich red loamy soil,4,5,190.3422804,583.1710331,5,16,1692.336502,1434.6541,16,18
10193,Mint,cereals, well-drained sandy loams or sandy soils ,4,5,444.3716888,697.3639349,5,16,1273.246994,2269.701893,16,18
10194,Mint,cereals,sandy loam to clays of black cotton soils,4,5,485.176442,907.5133871,5,16,1354.635023,414.2907825,16,18
10195,Mint,cereals,clay-based soil,4,5,239.0791083,836.3130232,5,16,573.770506,2080.428268,16,18
10196,Mint,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,795.6955739,730.9735896,5,16,1248.282198,1098.167903,16,18
10197,Mint,cereals,Sandy and Clay Loam,4,5,272.5124288,486.5430586,5,16,1832.844793,568.3349339,16,18
10198,Mint,cereals,Sandy and Clay Loam,4,5,76.84227966,795.0210492,5,16,650.6445122,1337.299726,16,18
10199,Mint,cereals, light to heavy soils ,4,5,886.0555303,853.9090929,5,16,1511.41049,1230.250724,16,18
10200,Mint,cereals,medium to heavy black soil,4,5,280.5889365,769.7563739,5,16,412.0076476,553.8742631,16,18
10201,Mint,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,622.7461329,860.4660485,5,16,608.1263016,1570.831969,16,18
10202,Mint,cereals,light or sandy loam soil,4,5,478.0442897,164.8002202,5,16,1305.426642,1005.151264,16,18
10203,Mint,cereals,Alluvia or loamy and clayey soil,4,5,178.7828798,120.6199899,5,16,349.7246267,1997.006658,16,18
10204,Mint,cereals,Rich red loamy soil,4,5,66.7010898,842.985117,5,16,1326.96081,1268.676784,16,18
10205,Palak,cereals,Silt Loam to loamy,4,5,505.2594719,600.6483374,5,16,1447.52566,2253.131276,16,18
10206,Palak,cereals,clay-based soil,4,5,919.6491999,656.7728451,5,16,650.0415607,2037.243624,16,18
10207,Palak,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,548.0049888,494.3920449,5,16,1654.096601,1438.228193,16,18
10208,Palak,cereals,Red sandy loam,4,5,300.1329196,109.2317998,5,16,938.4703159,2082.157344,16,18
10209,Palak,cereals,"Well-drained, Loamy Soil",4,5,910.3872048,198.1516098,5,16,1259.634063,656.3811229,16,18
10210,Palak,cereals,LoamySandy,4,5,743.379532,460.3299382,5,16,1575.881587,1637.346516,16,18
10211,Palak,cereals,Sandy loam,4,5,565.9632104,268.1731283,5,16,1638.296137,2277.368998,16,18
10212,Palak,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,500.2209084,706.4377682,5,16,1612.364247,1297.978544,16,18
10213,Palak,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,269.623246,642.9061166,5,16,514.5118856,1681.102399,16,18
10214,Palak,cereals,Well drained sandy loam and clayey loam soils ,4,5,38.10845357,869.9566916,5,16,885.3823672,2149.74196,16,18
10215,Palak,cereals,clay-based soil,4,5,724.8754592,719.2932549,5,16,1815.30817,913.7887206,16,18
10216,Palak,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,645.146878,633.1394083,5,16,497.6670273,863.8465146,16,18
10217,Palak,cereals,sandy soils to heavy cotton soils,4,5,327.8546888,816.491778,5,16,1550.127461,582.7630548,16,18
10218,Palak,cereals,deep loam soils,4,5,368.4166017,146.2307825,5,16,788.5459454,1798.492742,16,18
10219,Palak,cereals,wide range of soils,4,5,358.6808201,585.6664885,5,16,1638.206942,1644.791512,16,18
10220,Palak,cereals,deep loam soils,4,5,783.7635874,132.4253005,5,16,1015.578777,824.499858,16,18
10221,Palak,cereals,light or sandy loam soil,4,5,697.7385228,133.5858692,5,16,695.1436318,1617.367046,16,18
10222,Palak,cereals,"clay, clay loam, or sandy loam soils",4,5,864.1945161,652.3583332,5,16,1362.42662,1473.603386,16,18
10223,Palak,cereals,well-drained sandy loams or sandy soils ,4,5,680.500054,538.785919,5,16,1447.560746,1605.828204,16,18
10224,Palak,cereals,Loamy,4,5,505.1322475,819.8696015,5,16,459.4738194,691.4064811,16,18
10225,Palak,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,537.6961386,555.6217022,5,16,1404.635152,1559.102984,16,18
10226,Palak,cereals,Sandy and Clay Loam,4,5,524.9991352,566.4353747,5,16,1070.286675,1549.847564,16,18
10227,Palak,cereals, light to heavy soils ,4,5,189.4509705,513.633791,5,16,563.289662,971.6649277,16,18
10228,Palak,cereals,clay-based soil,4,5,906.3130393,199.0227022,5,16,918.3197487,1228.455889,16,18
10229,Palak,cereals,"Well-drained, Loamy Soil",4,5,706.4863247,394.7603528,5,16,922.2067835,1230.779212,16,18
10230,Palak,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,332.3167925,537.3184082,5,16,876.4141973,1721.259093,16,18
10231,Palak,cereals,all types of friable soil,4,5,555.6045537,27.98792218,5,16,1169.358132,1349.435469,16,18
10232,Palak,cereals,Rich red loamy soil,4,5,275.1758092,478.4781181,5,16,1273.304942,724.0118872,16,18
10233,Palak,cereals, well-drained sandy loams or sandy soils ,4,5,542.1637274,680.2034845,5,16,560.9103818,1479.198029,16,18
10234,Palak,cereals,Sandy and Clay Loam,4,5,523.835927,40.8866114,5,16,1488.88937,1742.525393,16,18
10235,Palak,cereals,all types of friable soil,4,5,485.3949967,733.3727784,5,16,1483.798515,1288.858521,16,18
10236,Palak,cereals,"Well-drained, Loamy Soil",4,5,757.99731,104.429147,5,16,1510.892001,1244.127285,16,18
10237,Palak,cereals,Well drained sandy loam and clayey loam soils ,4,5,825.5555025,807.8088232,5,16,1067.104347,1531.881251,16,18
10238,Palak,cereals, Any Loamy,4,5,383.4559333,389.3231198,5,16,808.9571974,1102.490171,16,18
10239,Palak,cereals,Red lateritic loam,4,5,852.7862574,376.4331972,5,16,1000.970901,844.036121,16,18
10240,Palak,cereals,Red sandy loam,4,5,510.5825888,901.6253462,5,16,1473.318223,2025.519497,16,18
10241,Palak,cereals,Rich red loamy soil,4,5,746.7152972,379.7694632,5,16,1319.708773,1046.572408,16,18
10242,Palak,cereals,Sandy,4,5,777.4913102,282.6756393,5,16,867.4786981,2189.755372,16,18
10243,Palak,cereals,Loamy soil,4,5,902.6789945,54.26878574,5,16,1036.916202,808.9673749,16,18
10244,Palak,cereals,wide range of soils,4,5,634.2478927,704.9041932,5,16,908.5643959,1671.237591,16,18
10245,Palak,cereals,Sandy Loam,4,5,763.6543975,961.5962106,5,16,1456.61051,1033.464936,16,18
10246,Palak,cereals,Silt Loam to loamy,4,5,330.2895773,690.4457746,5,16,921.4377066,823.6324047,16,18
10247,Palak,cereals,all types of friable soil,4,5,495.739829,30.89197629,5,16,814.8698511,2184.946198,16,18
10248,Palak,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,482.9347626,690.3822194,5,16,813.8923127,1084.414927,16,18
10249,Palak,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,807.6540808,689.1931984,5,16,909.3636389,1705.027888,16,18
10250,Palak,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,573.9784749,795.9976768,5,16,1577.207463,1263.896225,16,18
10251,Palak,cereals,clay-based soil,4,5,320.9808745,408.0783943,5,16,1368.904368,1300.876726,16,18
10252,Palak,cereals,"Well-drained, Loamy Soil",4,5,452.342324,730.8655782,5,16,1629.294925,934.879234,16,18
10253,Palak,cereals,Well drained loamy soil,4,5,864.2157641,731.8215936,5,16,1652.274201,878.6917457,16,18
10254,Palak,cereals,deep loam soils,4,5,277.8835323,516.9002867,5,16,1554.605087,2311.316132,16,18
10255,Palak,cereals,light or sandy loam soil,4,5,195.9768796,361.4486785,5,16,1153.767583,430.763007,16,18
